client,cmt,level,like,nn,prov,reply,score,time
0,非常好,61,0,老***儿,,0,5,2016-11-25 17:01:00
2,还没用打算春节带回老家用，但看起来还不错，小巧轻便希望好用，信赖京东信赖美的,61,0,jd_7ec6011e6f6eb,,0,5,2017-01-06 22:49:06
0,大品牌，惠价格，居家不二选择。相信品牌，相信京东。,105,0,J***y,,0,5,2017-01-08 15:49:48
21,商品很好，体积小但是升温很快。放在浴室洗澡正好,61,0,y***u,江苏,0,5,2017-01-09 13:49:21
4,天气冷给宝宝洗完澡做抚触时用的。开最小挡的风力就很舒服了。美的的质量应该不错哈,62,0,1***p,,0,5,2016-11-27 21:01:33
0,很快暖和，非常好用,61,0,m***t,广东,0,5,2016-12-27 22:06:42
2,暖浴室挺不错的，但是卧室就不太理想了，有噪音，声音大小就跟吹风机小档一样,61,0,倔***子,,0,4,2016-11-19 22:12:48
4,不错，制热快，噪音小,62,0,冷***翠,湖北,0,5,2016-12-31 21:33:19
4,差,105,0,3***9,,0,1,2016-10-16 22:20:35
4,好用。。。。。。。。。。。,61,0,j***k,湖南,0,5,2016-12-05 15:39:48
0,客服态度非常的好， 服务到位， 超赞的产品 物流不错， 好的话还会再来的,62,0,j***2,山东,0,5,2017-01-08 19:15:28
4,前天就收到啦，东西很好用特别暖和，已经入手了第二个送给姐姐，很方便。好评！！！,56,0,挽风盈袖,,0,5,2017-01-08 23:12:15
4,东东很好  热的快  好哈哈哈哈哈还,62,0,j***e,,0,5,2017-01-08 22:57:31
4,还好了，对着吹效果很好，毕竟就这样的，比没有强，满意,62,0,吴***的,北京,0,5,2016-11-24 19:31:02
2,很实用，冬天用上，棒棒哒,61,0,j***m,四川,0,5,2017-01-09 12:53:59
4,经济实用，给小宝宝洗澡不用担心，风力强劲，升温很快，不用担心宝宝着凉,61,0,L***C,,0,5,2016-11-12 19:20:31
4,正在使用中，热的很快。但是浴室用不了，总跳闸，浴室只有热水器用电，只能暂时放在卧室,62,0,满***逛,,0,5,2016-12-26 16:00:30
2,浴室暖风机，和媳妇洗澡再也不用担心了。,105,0,j***年,,0,5,2016-11-24 13:49:05
2,挺好挺好挺好挺好挺好,105,0,m***e,上海,0,5,2017-01-10 13:53:22
4,一直都是在用美的的产品！,56,0,j***g,,0,5,2016-11-11 16:12:36
4,好,56,0,j***g,,0,5,2017-01-08 13:25:53
4,刚开始用，觉得挺好的，很暖和！,62,0,s***k,,0,5,2017-01-10 22:42:35
2,还没用，不过看着是不错，应该是个好东西,105,0,杨***0,,0,5,2016-11-15 23:49:42
4,很好看,62,0,j***a,四川,0,5,2016-10-30 10:56:27
2,试了一下 热的很快哈,62,0,信***z,,0,5,2017-01-10 08:38:01
2,东西不错！制热巨快！,105,0,S***S,四川,0,5,2017-01-09 12:42:59
4,送货师傅人特别的好，下很大的雨也给送货。用看起来很不错，赞，用了再追评,61,0,李***5,,0,5,2017-01-10 09:48:12
2,用着还不错，相信京东自营。,105,0,只***言,河南,0,5,2016-11-19 21:30:27
2,很实用，快速变暖，推荐,105,0,t***1,,0,5,2016-12-24 10:16:31
2,很好用,61,0,j***8,辽宁,0,5,2017-01-08 19:10:48
4,家电还是美的的产品好，买了4个了。???,62,0,熊***郎,,0,5,2017-01-05 05:05:40
2,方便，效果很好，安全，值得购买，声音也不大，希望使用的时间能够长点,62,0,s***d,江苏,0,5,2016-12-19 14:31:52
2,不错,62,0,z***5,福建,0,5,2017-01-10 10:14:40
4,宝贝不错，已经第二次购买了，超好,62,0,w***8,黑龙江,0,5,2016-12-28 11:25:28
4,东西挺好用的，值得购买的,61,0,j***i,,0,5,2017-01-10 09:37:17
0,我这么评价证明这东西没有明显缺陷。如果有缺陷我会认真评价。,105,0,D***e,,0,5,2016-10-15 15:44:30
2,好评,105,0,奎***雪,四川,0,5,2017-01-03 22:17:44
4,很好，虽然体积小，但是很给力！赞一个,62,0,袁***活,江苏,0,5,2016-12-30 12:50:38
4,挺不错的，买来宝宝洗澡的时候用,61,0,j***w,,0,5,2017-01-05 22:26:04
2,一如既往的好。京东自营名不虚传！,62,0,j***f,,0,5,2016-11-10 13:40:53
21,这边一直太暖，还没来得及用，朋友用了说不错,62,0,t***e,广东,0,5,2016-11-29 16:11:16
4,价格实惠～品质保证！买完就涨价～,62,0,L***V,广东,0,5,2016-10-14 22:50:43
4,不错，声音小，风力也行！,61,0,来***6,陕西,0,5,2017-01-10 21:05:32
4,已经买了两台了，很好用，很好用,105,0,j***2,云南,0,5,2016-10-27 09:05:35
2,刚好急急忙忙老婆离开韩国风的需半年,56,0,j***m,,0,5,2017-01-10 17:19:26
2,不错，给父母买的很方便，做工很细致,105,0,w***x,湖北,0,5,2017-01-04 21:18:57
0,第一个风扇坏了，跟客服沟通一下。第二天马上送了个新的换了。我要给个赞！,61,0,纯***蛋,江苏,0,5,2017-01-09 17:24:52
2,不错，卫生间一个浴霸宝宝洗澡有点冷，加一个暖风机刚好。,105,0,珍***玛,江苏,0,5,2016-12-27 12:23:44
3,哈哈哈哈哈哈哈哈哈哈h,105,0,s***9,山东,0,5,2017-01-10 20:27:08
2,小巧好用   很热  18平方米的房间  也挺热的,61,0,l***y,,0,5,2016-12-25 08:16:29
2,很棒 婆婆都喜欢 说很暖和,56,0,叫什么名字能不重复,,0,5,2017-01-10 21:36:30
4,不错,62,0,f***g,四川,0,5,2017-01-08 09:06:57
2,不错,62,0,f***g,重庆,0,5,2016-12-10 19:36:59
4,说明书都没有！！！不是山寨的？,61,0,l***z,河南,1,1,2016-12-20 17:39:48
2,好好........,61,0,h***5,,0,5,2016-11-08 10:07:50
2,小巧、美观，即开即暖，声音不大，专门买来给宝宝洗澡供暖用。,62,0,小***事,北京,0,5,2017-01-08 08:53:00
4,很好用，适合深圳冬天,62,0,t***8,广东,0,5,2016-12-10 19:59:13
2,沾衣欲湿杏花雨吹面不寒杨柳风,105,0,冰***露,西藏,0,5,2017-01-04 10:41:30
2,耗电量大，短时间内用还凑合，长时间用效果凸显不咋地！,61,0,y***2,广东,0,4,2016-11-23 17:42:03
0,公司年会奖品，做小奖品挺不错的,62,0,c***u,广东,0,5,2017-01-09 20:14:28
4,配送员真的超级好服务很棒,56,0,jd_133628owo,,0,5,2016-12-19 22:42:56
4,物美价廉。。次日送达。。京东物流方便快捷,62,0,b***n,辽宁,0,5,2016-11-11 19:35:23
2,很方便，升温很快,56,0,心***9,,0,5,2017-01-06 13:26:46
2,加热挺快的，家里有宝宝，洗澡用的,62,0,梦***蓝,北京,0,5,2016-11-17 18:39:38
4,加热很快，东西很好,62,0,j***3,北京,0,5,2017-01-07 08:02:28
2,确实很不错，外观很漂亮，收到就用了！,62,0,s***n,,0,5,2017-01-10 22:26:54
4,好暖和，风大，好！,61,0,F***S,,0,5,2017-01-10 22:27:33
0,太小了,62,0,o***k,陕西,0,3,2016-11-20 18:09:37
2,可以家里有小朋友作用大，有热保护，比较放心,61,0,j***l,重庆,0,5,2016-11-28 13:07:37
2,还不错,62,0,q***6,辽宁,0,5,2017-01-11 08:00:33
2,东西挺好,62,0,s***u,上海,0,4,2016-12-11 19:17:46
2,起热很快，不错,105,0,s***猫,,0,5,2016-12-19 20:32:57
4,加热速度快，宝宝换纸尿裤不怕冷了,62,0,胖***狗,广东,0,5,2016-12-18 17:07:09
2,用起来方便，暖风来的快,105,0,_***_,北京,0,5,2017-01-10 08:44:46
0,用起来有一种地暖享受，关键是一点噪音感觉不到。,61,0,离***2,,0,5,2017-01-05 14:57:29
2,挺好用的 面积小的地方可以很快感觉到效果 大的地方也就能哄哄人,62,0,D***傅,辽宁,0,5,2016-11-01 09:13:28
21,又快又好用！真的值得购买！,56,0,g***i,,0,5,2017-01-06 15:54:21
4,热风出来的快,105,0,军***子,重庆,0,5,2016-12-28 18:35:03
0,噪音很小，便携易搬，太适合冬天用夏天藏啦。,105,0,哈***儿,,0,5,2016-11-11 18:31:35
4,挺好的，放在地板上也不难看,61,0,j***w,,0,5,2016-11-24 15:43:05
4,不错不错不错,62,0,记***n,四川,0,5,2017-01-10 00:16:59
0,还可以，感觉有点耗电。短距离挺实用。,61,0,j***9,,0,4,2016-12-19 15:35:38
2,洗澡用，挺好,105,0,j***w,湖北,0,5,2017-01-03 19:45:31
4,不错，帮同事买的。,61,0,y***0,,0,5,2017-01-04 10:02:57
2,很好用，孩子洗澡不怕冷了,61,0,阿***0,,0,5,2017-01-07 10:45:38
4,挺好,56,0,j***c,,0,5,2017-01-10 10:40:34
2,很好很好很好很好很好很好很好很好很好很好很好很好,105,0,m***3,北京,0,5,2016-11-11 22:34:11
2,东西不错，很好用,105,0,k***6,,0,5,2017-01-08 14:03:53
4,好用，没有气味，加热速度非常快。,62,0,j***h,,0,5,2017-01-09 13:16:10
2,质量非常好，非常的暖和,62,0,j***y,广东,0,5,2016-11-13 20:11:39
2,帮同事买的，听说还不错?,105,0,叮***4,四川,0,5,2016-12-09 08:17:20
2,京东送货快，质量有保证！,105,0,q***9,上海,0,5,2016-12-09 11:34:58
2,很不错，热风很足，物美价廉,61,0,C***r,,0,5,2017-01-09 11:21:53
0,东西不错哦。这家伙很懒，专门来赚京豆的。,105,0,杨***昕,四川,0,5,2017-01-10 10:45:37
0,家里的东西一直在京东购买，几乎是网购的首选了，搞活动的时候经济实惠，若是说评价物流的话，国内物流我只服京东,105,0,j***3,,0,5,2016-12-13 22:35:14
2,?,62,0,1***p,,0,5,2017-01-10 15:07:39
2,姐姐家的小宝宝正在用，还挺实用，希望一如既往，质量杠杠好好。。。。,61,0,j***r,,0,5,2016-11-03 20:22:05
2,已经第二次买了、第一次自己买了一个这次帮朋友买了一个,56,0,b***7,,0,5,2017-01-10 18:36:46
22,很给力的，赞一个。,61,0,j***4,北京,0,4,2017-01-10 21:28:00
0,制热很快，声音有点大，但还是能接受~~~~~~~,105,0,伤***颜,重庆,0,5,2017-01-01 12:58:33
4,使用后再评论,61,0,天***y,,0,5,2017-01-08 08:08:55
4,挺好用，冷风和热风都有，小巧方便易拿，不重的。就是比较费电。热风还是挺暖的，我经常开的是低温，就挺暖和的,105,0,马***6,,0,5,2016-11-15 11:07:58
2,热得很快，没有味，就是功率大费电。,105,0,会***高,北京,0,5,2017-01-04 01:05:30
2,买了这个暖风机，其他取暖器弱爆了，刚试过，现在都还有余热，回乡下不用担心宝宝洗澡会感冒了,61,0,零***3,,0,5,2017-01-10 13:14:57
0,第二次购买了,62,0,z***8,辽宁,0,5,2016-10-31 14:55:33
2,已买两个。。。。。。,62,0,j***h,广东,0,5,2016-12-18 19:53:28
2,不错的品牌，不错的京东，继续支持,105,0,丿***哥,北京,0,5,2017-01-10 12:18:17
2,真的很好用。尤其是给宝宝用,56,0,j***a,,0,5,2016-12-13 20:28:20
2,好用、再也不用担心宝宝洗澡着凉了,62,0,j***8,,0,5,2016-12-15 18:26:38
2,不错小小的很方便，速度很快就暖了,61,0,Q***雅,,0,5,2017-01-08 10:02:11
2,第二次购买，真的很好哦,105,0,m***y,,0,5,2017-01-08 09:04:50
4,风速比较低，但是热量很好，如果风速可以更快一点就好了,105,0,T***白,内蒙古,0,5,2017-01-09 11:30:34
21,不错，很好，值得购买,61,0,j***n,陕西,0,5,2016-12-02 09:16:58
0,买家印象狗狗爱吃狗粮不错给狗狗吃的狗狗很喜欢天然粮\n自定义标签,105,0,s***r,,0,5,2016-11-06 23:00:08
0,帮别人买的，听说用还可以，没见到,105,0,j***1,上海,0,4,2016-12-08 09:51:37
2,过年屯的货，东西好，折扣一般，相信京东商城,105,0,康***坨,湖南,0,5,2016-12-29 00:38:56
2,非常好用 顶,61,0,c***d,江苏,0,5,2016-11-06 19:24:09
2,效果太棒了！,105,0,j***5,江苏,0,5,2016-12-27 22:24:53
0,放在浴室里用，真的一点都不会觉得冷,62,0,懒***哥,北京,0,5,2016-12-31 22:30:34
2,好,62,0,温***手,辽宁,0,5,2016-11-27 10:48:44
4,很好，很给力宝宝再也不冷了,62,0,东***2,浙江,0,5,2016-12-04 12:26:43
4,东西很好大品牌,61,0,j***h,,0,5,2016-10-17 14:24:44
2,京东自营，品质有保障，物流迅速，好评,105,0,M***来,上海,0,5,2016-11-09 09:43:25
4,五颗星 很暖,62,0,j***b,安徽,0,5,2016-11-12 00:15:38
2,东西不错！用起来方便.,56,0,紫***空,,0,5,2017-01-10 21:23:28
2,放在浴室用还不错，是防水的。,62,0,p***d,北京,0,5,2016-11-11 10:07:38
2,也不错 加热快,62,0,敏***2,江苏,0,5,2016-12-12 09:02:20
0,质量很好，价格也还行！物流速度很快，京东正品行货，,105,0,j***1,,0,5,2016-12-28 09:27:55
2,超级无敌好用,61,0,M***o,上海,0,5,2016-11-26 15:03:34
0,很给力，对得起这个价格了,61,0,j***0,,0,5,2017-01-04 08:58:55
4,加热后有一股味道，看到有害物质清单中描述有部分配件有害物质超出国标限制要求，不清楚是否对人体有害。,105,0,p***i,浙江,0,5,2017-01-08 21:59:53
2,非常不错,61,0,t***0,江苏,0,5,2016-10-31 10:57:11
2,没什么卵用，开起来没几分钟就自动关闭了，店家的解释是过热了，我就纳闷了，小小的浴室温度都没起来这就过热了,62,1,y***n,福建,0,1,2016-11-14 12:33:15
2,不错,61,0,j***9,浙江,0,5,2017-01-09 14:12:05
2,冬天脚都是冰冷冷的，有了这个再也不冷了,61,0,l***0,,0,5,2016-11-10 08:55:18
4,要求不能太高，还可以,61,0,1***p,湖南,0,5,2017-01-08 08:03:26
0,不是太暖和,61,0,晴***6,河南,0,3,2017-01-01 11:19:07
2,涂土土图兔兔图图,105,0,有***寞,重庆,0,5,2016-11-25 22:03:46
4,小巧使用方便,62,0,k***g,山东,0,5,2016-11-27 09:18:11
4,东西很不错，快递员也是相当的给力，京东自营值得信赖,105,0,兰***0,湖北,0,5,2016-12-26 18:35:25
0,确实不错，发货快，到货也快。京东自营赞一个。,105,0,軒***博,江苏,0,5,2016-11-26 21:21:16
4,很好非常好，老婆很喜欢,61,0,j***a,,0,5,2017-01-09 09:49:16
4,用了一段时间了，挺好用的，很暖！,61,0,j***9,江苏,0,5,2016-11-25 10:55:35
4,还没用，双11凑单买的，期待,62,0,j***7,天津,0,5,2016-12-20 01:24:08
0,不错,105,0,q***f,浙江,0,5,2016-12-15 20:17:45
0,同事用了一个，觉得好，自己就买了，非常非常非常满意，放在单位用\n支持美的，也支持京东！,62,0,HUAYOUINT,,0,5,2016-11-09 15:07:09
4,值得肯定的是京东发货快和服务好，第一台用了不到七天就坏了，联系售后，换货，两天后直接在快递员那拿坏的换了一台新的。支持京东！,61,0,依***2,,0,5,2016-12-25 12:47:06
0,东西不错。出风口非常热。效果可以的但是空间稍微大点的可能效果就不如意了,62,0,p***n,,0,5,2016-12-11 19:47:02
4,好好好好好好好好好好好好好好好好好好好好好好,62,0,爱***者,河北,0,5,2017-01-03 16:53:18
4,温度调节没什么区别.只有调档才能感觉到,62,0,j***n,广东,0,5,2016-11-25 15:37:39
4,好！,62,0,刘***用,广东,0,5,2016-12-28 08:52:36
2,又给同事买了一个，很实用，放卫生间很暖和～,61,0,w***7,,0,5,2017-01-06 11:25:12
2,又买了一个，很暖和，好评～,61,0,w***7,,0,5,2016-12-16 17:31:02
2,京东就是速度快。送人的。没用。京东就是速度快。送人的。没用。京东就是速度快。送人的。没用。京东就是速度快。送人的。没用。京东就是速度快。送人的。没用。,105,0,猎***人,河北,0,5,2016-12-17 21:23:20
4,大空间没什么用，小空间非常好,62,0,f***0,广东,0,5,2016-11-19 08:01:17
4,好暖呀，低温就可以很暖了，,62,0,豆***1,北京,0,5,2017-01-05 16:16:31
4,比想想的稍微小一点，挺好用的。,62,0,j***i,江苏,0,5,2017-01-09 15:15:33
2,性价比高，小巧轻便。,105,0,军***m,广东,0,5,2017-01-03 11:32:42
2,感情专用章。。。。。。,105,0,e***c,浙江,0,5,2016-11-26 07:57:57
2,出暖风快,61,0,j***l,,0,5,2016-11-12 15:54:56
4,加热速度快 就洗澡的时候才用 功率大啊,61,0,j***g,河南,0,5,2016-12-16 10:59:22
2,专门买给宝宝洗澡的时候用的。,62,0,c***e,广东,0,5,2016-12-03 20:29:11
4,很好用。不占地方,62,0,j***0,江苏,0,5,2016-12-17 11:22:17
4,力道挺大，声音也轻，不错挺实惠,105,0,小***n,上海,0,5,2016-12-31 07:58:19
2,很好用，神速到达，产品很好，加热很快.,56,0,W***3,,0,5,2017-01-09 09:29:24
4,东西还可以，开开没有异味，适合一个人用。当然了，比起油汀还是差比较远。这个就适合十几平米的房子。最赞的还是物流，早上下单下午就到，谢谢快递小哥！,105,0,方***远,陕西,0,5,2017-01-10 08:21:54
4,非常完美，非常实用,61,0,古***雨,江苏,0,5,2016-12-03 08:17:50
2,用过了，挻暖和的,105,0,w***3,上海,0,5,2016-11-28 21:42:16
4,货已收到好几天了，用了，效果很好，习惯性好评。,56,0,T***5,,0,5,2017-01-05 11:27:51
2,冬天在家里洗澡冷，加了这个就解决了,105,0,w***3,上海,0,5,2017-01-04 05:25:47
4,勉强吧，1000瓦不怎么热，感觉制热效率不行,105,0,M***r,辽宁,0,5,2017-01-04 14:43:27
4,好用方便，值得购买。,62,0,j***9,广东,0,5,2016-11-11 03:30:35
2,牌子货就是可以，不错,62,0,j***o,,0,5,2016-12-08 21:42:36
4,等以后用了再说，我要给快递5分,62,0,1***p,,0,5,2017-01-10 03:49:44
2,一直都在买这个牌子，很棒，送货师傅很给力，很热情。,105,0,q***5,北京,0,5,2016-11-21 11:10:22
2,很好,105,0,奕辰李,江苏,0,5,2017-01-08 22:44:46
2,还不错,105,0,善***骚,云南,0,4,2017-01-08 10:29:15
2,东西不错，外表美观，制热效果快，刚开始用会有一点点味，一会儿就没了！,61,0,j***茂,,0,5,2017-01-08 21:55:11
2,很好好好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好,62,0,j***6,,0,5,2016-11-29 13:44:35
0,很好很好，很满意！！！！！！！！！,62,0,W***0,江苏,0,5,2016-11-27 22:30:45
4,朋友推荐的，美的还是很值得信任的。买来给小婴儿洗澡时候用的，按键一目了然，操作简单便利，加热快，一会儿就暖烘烘的。弟妹试用了下感觉不错，也买了一个。,61,0,j***y,,0,5,2016-11-26 12:16:08
0,很好，很暖和，给爸妈买的，说很好不错！,105,0,-***-,广东,0,5,2016-12-06 15:28:38
4,哈哈哈哈哈哈哈,56,0,n***d,,0,5,2017-01-09 22:33:30
2,小东西大能量，送给朋友她蛮喜欢的,61,0,S***u,,0,5,2016-11-24 22:07:16
2,买个老人家用得，比较方便！,105,0,F***0,广东,0,5,2016-12-29 19:24:03
2,没用,56,0,j***x,江苏,0,5,2016-12-28 12:40:41
4,挺好的  怕冷的宝宝再也不用担心了,56,0,球***y,,0,5,2017-01-09 21:46:40
2,给孩子囤货的，担心满月以后挺暖了洗澡太冷，试用了一下暖的很快,62,0,贾***g,北京,0,5,2016-12-25 15:53:45
4,好,105,0,j***1,上海,0,5,2017-01-10 08:42:55
4,好使,61,0,大***8,,0,5,2016-11-28 07:54:01
4,用了一段时间，感觉挺好的，功率足，制热效果好，噪音小，我一般都是横着放的，没有挂起来用过，不知道挂起来用怎么样，用的时间长了会有一股焦味，要停一段时间，不能一直用,62,0,齐***呛,河南,0,5,2016-11-24 21:30:24
4,售后换新京东物流一直很给力！,62,0,T***尧,四川,0,5,2017-01-09 14:36:05
0,东西可以，好用体积小&hellip;&hellip;,61,0,j***f,,0,5,2017-01-05 22:06:49
2,可以 很稳定 就是有时会吸东西进去,62,0,a***m,四川,0,5,2016-10-21 16:36:47
2,不错，好用，就是不热,61,0,g***8,上海,0,5,2016-12-26 20:58:54
0,非常给力！,61,0,w***4,,0,5,2016-11-27 14:50:07
2,小巧方便又实用，整个屋子都暖和了，给宝宝买的。,61,0,k***9,湖北,0,5,2017-01-09 21:47:17
0,"还没使用,带回老家给老人家用的",105,0,s***8,广东,0,5,2017-01-08 08:02:03
4,热得快，安装方便，使用方便！！！！,90,0,s***s,海南,0,5,2016-12-22 10:18:22
22,东西还可以,61,0,M***o,,0,5,2016-12-02 22:14:36
2,用了一段时间，比较实用，取热快,105,0,安***伟,,0,5,2016-11-11 17:25:48
4,热的块，适合面积小浴室。,105,0,_***_,,0,5,2017-01-09 11:04:54
4,非常满意，美的大品牌，质量有保障，支持京东！,105,0,夏***玲,,0,5,2016-12-12 17:54:12
4,取暖器很好，外观漂亮，家人很喜欢。,61,0,j***t,,0,5,2017-01-09 18:51:15
2,喜欢，开了比较暖和，大家支持下,105,0,d***1,广东,0,5,2017-01-08 21:11:12
4,非常不错。就是用久了好像不太热了。杭州今年冬天不太冷，所以用的不多，不过小房间够用，哈哈哈，比老空调好一些。,62,0,d***兜,,0,5,2016-11-26 11:36:56
2,用了一段时间，非常好，制热快，冬天洗澡很合适！,62,0,李大猫82,,0,5,2016-12-18 16:47:15
0,商品是否给力？快分享你的购买心得吧~,105,0,布***9,,0,5,2016-12-21 09:37:40
2,东西不错，需要的话还会购买。,62,0,j***〃,,0,5,2016-11-25 01:29:37
2,特别的好用，小巧轻便！风力很大,62,0,p***3,黑龙江,0,5,2016-12-15 16:13:21
4,还行，有味道,61,0,j***m,江苏,0,5,2017-01-06 10:16:45
4,速度快，不错,61,0,y***8,江苏,0,5,2017-01-06 09:08:34
4,不错，热风很大，也很轻便，质量感觉也很好！物流很快,105,0,5***伟,安徽,0,5,2016-10-20 09:02:14
0,制热很快，吹的风很热，有些不舒服。,61,0,g***0,山东,0,4,2016-12-10 17:06:54
0,javascript:void(0)javascript:void(0)javascript:void(0),105,0,J***店,四川,0,5,2017-01-03 10:52:14
4,挺好用，性价比高。,61,0,s***d,浙江,0,5,2016-12-12 10:09:43
2,还可以，希望能用段时间。,62,0,p***n,浙江,0,5,2017-01-08 13:10:48
2,非常好，正品,62,0,j***9,北京,0,5,2016-12-09 09:21:30
4,不错，性价比高，京东就是便宜,105,0,j***t,福建,0,5,2016-12-18 13:18:16
3,没什么味道啊，感觉不错,105,0,sunshinexq,,0,5,2016-12-12 12:21:59
4,太棒了，速热，给小宝宝买的方便方便方便，好评好评好评。。。,61,0,j***z,,0,5,2017-01-05 20:28:29
4,不错呀，天气冷用起来就暖和了好多,62,0,菲***3,,0,5,2016-12-13 16:12:22
2,很好不错，很实用不错的选择,62,0,1***p,,0,5,2016-11-11 09:47:22
2,?第二次买了，很不错，还会买,62,0,1***p,,0,5,2017-01-01 22:36:30
4,很好，很不错，看着肯喜欢,105,0,淡***淡,河南,0,5,2017-01-05 14:19:23
4,还行吧,61,0,2***o,,0,5,2016-11-11 15:17:11
2,有活动一起买的，非常超值好用，京东自营还是非常不错的！尤其配送员更要点赞！,62,0,j***0,,0,5,2016-11-12 21:06:07
4,还没用，外表一致，精美。质量效果等用了在评,61,0,j***e,,0,5,2017-01-08 10:12:24
0,非常好，这不还有朋友要买这款。,62,0,x***e,上海,0,5,2016-11-10 13:08:25
0,出乎意料的好,62,0,x***e,上海,0,5,2016-12-05 11:29:17
4,同事介绍的，又小巧又保暖，比我之前买的艾美特的好太多了，相信美的！,105,0,天***天,,0,5,2017-01-09 10:01:59
4,好评！！？放房间的，用了几次，很不错，不过现在都不冷了，,56,0,l***i,广东,0,5,2016-12-29 07:31:30
4,这个买过以后竟然降价169促销，我也懒得退了。风量不是很大，但吹出温度挺舒服的。,62,0,w***h,江苏,0,5,2017-01-07 20:10:09
4,质量外观挺不错的，风口能扫风就完美了,56,0,j***9,,0,5,2017-01-08 10:06:15
0,帮朋友买的，挺好的，朋友很满意。。,61,0,一***存,河南,0,5,2016-12-23 17:32:01
0,很好很好很好很好很好很好很好很好很好,105,0,b***x,,0,4,2016-12-16 11:24:34
2,很好用,61,0,j***x,辽宁,0,5,2016-10-30 11:04:31
0,东西不错，质量挺好的，性价比高。,105,0,虫***o,北京,0,5,2016-10-20 09:56:51
4,满意,61,0,h***1,,0,5,2016-11-15 22:07:04
2,不错,62,0,z***6,贵州,0,5,2016-12-17 11:33:37
4,还不错啊，放在面积小的房间里，效果还是有的；如果面积大的房间，期待很暖和的效果，是不太可能哦！,61,0,1***p,,0,5,2016-12-15 09:13:11
0,给家里人买的，感觉还不错，美的的东西还是可以的,105,0,我***哥,,0,5,2016-12-12 08:46:44
4,不错，垫高一点离近点，吹的很暖和，洗澡平常取暖都可以,105,0,l***g,湖北,0,5,2016-12-18 21:37:51
4,不错不错不错不错不错不错不错,105,0,x***h,,0,5,2017-01-08 17:00:33
2,制暖速度挺快的，噪音也不大，不错。,62,0,P***3,北京,0,5,2016-11-09 21:12:07
2,可以可以，小巧精致,105,0,杂***一,上海,0,5,2017-01-08 09:17:10
4,洗澡时用的，很方便，很暖和。。。,105,0,T***n,广东,0,5,2016-11-29 09:37:23
4,风很大，一会屋里就暖和啦,62,0,乐***原,安徽,0,5,2016-10-15 21:08:42
4,加热效果不错，美中不足就是出风口不能像汽车空调出风口一样上下左右的调整。,105,0,常***庚,四川,0,5,2016-12-09 22:42:07
2,制热快速，使用方便。,61,0,n***5,浙江,0,5,2017-01-07 09:32:04
2,质量好。就是吹风面积有点小。,62,0,菲***酷,浙江,0,5,2017-01-05 08:20:28
2,出风很快，很喛和，还可以烘衣服,62,0,昆***贝,湖北,0,5,2017-01-08 08:03:24
4,很好！不错！第二次购买了,105,0,k***0,安徽,0,5,2017-01-02 11:55:51
0,外观漂亮.小巧,61,0,j***z,河北,0,5,2016-11-19 20:48:11
2,这个很好，放在浴室，洗澡前开半小时，浴室就很热，家里有宝宝的冬天洗澡必备神器。说明一下，我家有暖气，基础温度18度，用这个室内可达28度,62,0,1***3,山东,0,5,2016-12-01 15:06:18
4,我也学着统一差评，京东已今非昔比了！！！谁让你们为了几十块钱运费踢皮球，你的诚信呢？不解释,105,0,尘***客,贵州,0,1,2016-12-26 19:16:58
4,东东可以，一直在用,61,0,j***z,,0,4,2016-11-20 17:11:47
2,不错，非常好用，。,61,0,蒙***5,重庆,0,5,2016-11-10 22:20:50
4,价格便宜，质量好！,105,0,守***妖,上海,0,5,2016-12-28 21:39:00
2,好,105,0,l***3,江苏,0,5,2016-10-27 07:36:02
4,还不错。,62,0,j***a,山西,0,5,2016-10-23 13:27:25
4,使用中热的比较慢而且超费电,61,0,损***4,北京,0,5,2017-01-03 21:12:25
4,123456789,62,0,k***5,,0,5,2016-11-24 12:31:36
2,用完评价,61,0,h***7,上海,0,5,2017-01-08 17:54:22
4,好用就是功率太大了！,61,0,淡***丶,江西,0,5,2016-10-30 00:30:09
4,东西很好用，很安静，制热很快，一会就暖了,105,0,小***9,重庆,0,5,2016-12-31 15:48:27
4,质量很好，卫生间用很合适，发货很快，满意！,61,0,b***2,,0,5,2017-01-05 13:11:28
4,外观还不错，就是风扇声音有点大,61,0,j***s,北京,0,4,2017-01-09 00:55:20
2,送货快，凌晨下单，第二天下午就送到了，包装完好，一共买了两个，打88折，性价比超高，功率大，15平房间或浴室制热效果很好，自重轻，方便移动。,62,0,紫***影,,0,5,2017-01-09 00:06:45
2,回家试了一下，机器好用还带了膨胀螺丝,105,0,x***n,辽宁,0,5,2017-01-09 09:48:00
4,效果很好，1分钟不到就热了,61,0,j***8,,0,5,2017-01-08 11:49:11
4,不错。。。。。。。。。。。。,105,0,柠***楦,上海,0,5,2016-11-12 14:41:52
0,有点声音,62,0,d***3,江苏,0,5,2016-12-05 14:13:52
4,很好,61,0,j***m,云南,0,5,2017-01-02 14:14:51
4,还行,61,0,_***-,上海,0,5,2017-01-08 18:15:13
2,h,62,0,j***0,上海,0,5,2017-01-07 00:41:46
4,宝贝质量很好，热的也很快,62,0,0***彬,安徽,0,5,2017-01-05 07:18:28
2,风大 很快就暖和了 放浴室用不错,62,0,h***g,北京,0,5,2016-11-25 14:12:38
